Scene number,Start,End,Keywords,Description
53,00:14:09.200,00:14:15.040," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
54,00:14:15.040,00:14:19.920," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
55,00:14:19.920,00:14:24.200," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
56,00:14:24.200,00:14:28.640," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
57,00:14:28.640,00:14:33.000," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
58,00:14:33.000,00:14:38.040," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
59,00:14:38.040,00:14:44.320," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
60,00:14:44.320,00:14:48.600," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
61,00:14:48.600,00:14:53.400," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
62,00:14:53.400,00:14:59.400," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
63,00:14:59.400,00:15:03.800," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
64,00:15:03.800,00:15:10.120," Trưởng Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên,Thích Trí Quảng,lãnh đạo Thành phố,Đại đức Tăng Ni,Đáp Từ Đức Pháp chủ Giáo hội Thích Trí Quảng,đồng chí Nguyễn Văn Nên,Cục Trưởng lão Hòa thượng,vị chức sắc Phật giáo,năm 2023,Tết Văn phòng 2 Trung ương Giáo hội Phật giáo Việt Nam,thành phố Hồ Chí Minh,Hòa thượng,Giám mục Nguyễn Năng,Tết an,Phật giáo Việt Nam Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,Giám luật Giáo hội Phật giáo Việt Nam,Giáo hội Phật giáo Việt Nam ,Kính Trung Hòa,chùa Hà Nghiêm,thành phố Thủ Đức,Thiền viện Quảng Đức thăm,đời đẹp đạo,Tổng Giám mục Tổng giáo phận thành phố Hồ Chí Minh,đồng chí Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Ninh,thượng Thích Thiện Nhân Chủ tịch Hội đồng Trị sự Giáo hội Phật giáo Việt Nam thượng Thích Thiện Nhân,Đức Pháp chủ,Giáo hội Phật giáo Việt Nam,Tết Hòa Trí Quảng,Xuân,bà con Phật tử,Chủ tịch Ủy ban Mặt trận,Tổng giáo phận Bùi Công Trác,thượng Thích,Việt Nam Thành phố Hồ Chí Minh,Tết Ban Trị sự Giáo hội Phật giáo Việt Nam thành phố Hồ Chí Minh,Quý Mão 2023,đồng chí Nguyễn Văn Nên mong muốn,Thành phố Hồ Chí Minh","đoàn đã đến chùa Hà Nghiêm, thành phố Thủ Đức để thăm, chúc Tết Hòa thượng Thích Trí Quảng, Pháp chủ Hội đồng Chứng minh kiêm Giám luật Giáo hội Phật giáo Việt Nam, Phó Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố, Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Nên đã thông tin đến ngày về những thành quả đáng ghi nhận trong năm qua của thành phố trong sự thành công chung, luôn có sự đóng góp của Giáo hội Phật giáo Việt Nam Thành phố Hồ Chí Minh, Cục Trưởng lão Hòa thượng, chư Tăng Ni và toàn thể đồng bào Phật tử Thành phố Hồ Chí Minh cũng như cả nước."
