Scene number,Start,End,Keywords,Description
70,00:13:22.760,00:13:28.080,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
71,00:13:28.080,00:13:32.720,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
72,00:13:32.720,00:13:36.960,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
73,00:13:36.960,00:13:48.440,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
74,00:13:48.440,00:13:54.520,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
75,00:13:54.520,00:14:00.560,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
76,00:14:00.560,00:14:09.080,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
77,00:14:09.080,00:14:14.360,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
78,00:14:14.360,00:14:20.440,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
79,00:14:20.440,00:14:25.120,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
80,00:14:25.120,00:14:30.040,"thiệp sóng giấy Việt Nam,tiềm năng phía trước và sau đại dịch Covid,gam màu,thứ 3,Hàn Quốc,thị phần quốc tế,con 2,cộng đồng doanh nghiệp,xung đột chính trị,ruồi lính,cuối ngày ,dòng tiền,ngân hàng thực phẩm, Tức,trang thiết bị máy móc,thành phố Hồ Chí Minh,thợ Việt,cánh thiệp,ngành thủy sản,ngành chức năng,Việt, Mỹ,nghề sóng giấy,năm 2022,Trường Đại học Nông lâm thành phố Hồ Chí Minh,Việt Nam đối diện,Việt Nam,mặt kinh tế,thiệp hen,thời đại công nghệ ngày nay,sau Trung Quốc,thịt hàng đầu thế giới ","phải là những nhà xưởng ồn ào, rộn rã, cũng không có những trang thiết bị máy móc hiện đại."
81,00:14:30.040,00:15:02.480,"hàm lượng protein,năm 2030,hệ thống lưới,đời khoảng 45,loài thủy sản,công nghiệp hóa,kính thưa quý vị,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,bên trường Đại học Vương Lâm,Hô ma ti a in lu sừn",Thế nhưng hàng năm thì doanh nghiệp xuất khẩu này vẫn mang hàng triệu sản phẩm đến với thị trường thế giới.
82,00:15:02.480,00:15:07.480,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Những sản phẩm này không chỉ đóng góp trên mạng đó xuất khẩu của thành phố Hồ Chí Minh và cả nước về mặt kinh tế mà còn góp phần mang những giá trị văn hóa của người Việt Nam, mang bàn tay lành nghề của người thợ Việt đến với bạn bè và cộng đồng quốc tế về nghề sóng giấy vốn là bị mang nợ rất nhiều trong thời đại công nghệ ngày nay, suốt gần 10 năm qua, hàng triệu tấm thiệp như vậy đã bay đi muôn phương để mang niềm vui đến cho mọi người trong dịp năm mới, sinh nhật, tiệc cưới hay những ngày của mẹ, của cha, từ một doanh nghiệp khởi nghiệp với quy mô khiêm tốn, công ty này và những tấm thiệp sóng giấy Việt Nam đã vươn lên trở thành một trong những nhà cung cấp thịt hàng đầu thế giới, Mỹ và người phương Tây."
83,00:15:07.480,00:15:12.600,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Họ thân văn hóa, bày tỏ lòng biết ơn và bày tỏ bày tỏ tình cảm thông qua những cánh thiệp và hoa, và đặc biệt là trong cái thời đại của công nghệ, của kỹ thuật số thì những cái giá trị làm bằng tay và khi mà có cái sự chỉnh thô và tỷ mỉ của người thợ trên này thì rất là được trân trọng, cũng mang giá trị đặc trưng của người Việt từ chối."
84,00:15:12.600,00:15:17.120,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Bộ rau má 1 cần tây cũng đã xuất hiện thường xuyên hơn tại các hệ thống phân phối ở nhiều quốc gia, vượt qua rất nhiều trở ngại của nơi đầu thành lập, thị phần quốc tế hiện tại của đơn vị này đã khiến sắc xỉ 50 % và còn nhiều tiềm năng phía trước và sau đại dịch Covid 19 vừa vừa qua thì các ngân hàng thực phẩm đang đặt rất là nhiều người, mọi người quan tâm đặc biệt là các trẻ em thì được các bậc làm cha làm mẹ quan tâm nhiều hơn nữa, đó chính là một cái điểm lợi thế của bộ râu ăn ngon."
85,00:15:17.120,00:15:22.680,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn",Ôi thì sao hợp đang được thị trường đón nhận rất là tốt ở các nước cũng như là Hàn Quốc và Thái Lan.
86,00:15:22.680,00:15:27.920,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn",Dù kết thúc năm 2022 bằng một bức tranh đầy gam màu sáng nhưng thách thức vẫn còn đó.
87,00:15:27.920,00:15:32.080,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Với doanh nghiệp Việt nói chung thì bước sang năm mới 2023, đến hiện tại, cộng đồng doanh nghiệp đã chủ động các kịch bản ứng phó."
88,00:15:32.080,00:15:36.960,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Tuy nhiên, điều đó vẫn chưa đủ nếu thiếu thời định tiêu cuối ngày, Tức cái quan trọng nhất là là vẫn là là là dòng tiền của tôi."
89,00:15:36.960,00:15:44.000,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn",Hy vọng 2 con 2 3 là nó sẽ dòng tiền nó sẽ tốt hơn đối với những doanh nghiệp mà tạo ra giá trị hay là sản xuất thì là nó sẽ phải được ưu tiên.
90,00:15:44.000,00:15:53.880,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn",Cũng rất là mong muốn.
91,00:15:53.880,00:15:58.040,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Các ban ngành mong muốn chính phủ có những cái hỗ trợ, những cái, những cái cộng đồng, những cái hội nhóm để có thể là đưa những cái thiệp hen mát lành tay này ra thị trường lớn hơn."
92,00:15:58.040,00:16:03.280,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn",Hiện nay thì những cái xung đột chính trị nó dẫn đến cái tình hình xuất khẩu của các doanh nghiệp bị ảnh hưởng rất là nhiều.
93,00:16:03.280,00:16:12.960,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Do đó thì cái việc mà tìm kiếm những thị trường mới, những thị trường đó là một cái nhiệm vụ quan trọng mà chúng tôi đi xe đến, xác định là cần phải quan tâm và hỗ trợ cho doanh nghiệp."
94,00:16:12.960,00:16:18.360,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn",Sự đồng hành từ ngành chức năng không chỉ là kỳ vọng mà còn là cam kết đáng tin cậy để cộng đồng doanh nghiệp tự tin bước vào năm mới.
95,00:16:18.360,00:16:24.320,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Nỗ lực cùng thành phố Hồ Chí Minh đạt được mục tiêu xuất khẩu và đóng góp vào kịch bản tăng trưởng từ 7,5 - 8 % của thành phố trong năm 2023."
96,00:16:24.320,00:16:30.560,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn",Trong điểm sáng xuất khẩu của nước ta trong năm qua có sự đóng góp không nhỏ của ngành thủy sản trên bản đồ xuất khẩu thủy sản thế giới.
97,00:16:30.560,00:16:50.040,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Việt Nam đang là quốc gia xuất khẩu lớn thứ 3, chỉ đứng sau Trung Quốc và Na Uy."
98,00:16:50.040,00:16:57.720,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn",Tuy có nhiều điểm tiềm năng phát triển nhưng một trong những thách thức mà ngành nuôi trồng thủy sản của Việt Nam phải đối diện chính là vấn đề thức ăn chăn nuôi.
99,00:16:57.720,00:17:02.760,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","Xuất phát từ thực tế này, nhóm nghiên cứu đến từ Trường Đại học Nông lâm thành phố Hồ Chí Minh đã nghiên cứu thành công việc ứng dụng kỹ thuật nuôi và sử dụng ruồi lính đen làm thức ăn cho thủy hải sản."
100,00:17:02.760,00:17:07.040,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","ruồi lính đen có tên khoa học là Hô ma ti a in lu sừn, khi trưởng thành có màu đen và 1220 centimet."
101,00:17:07.040,00:17:12.280,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","ruồi lính đen có tên khoa học là Hô ma ti a in lu sừn, khi trưởng thành có màu đen và 1220 centimet."
102,00:17:12.280,00:17:17.400,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","ruồi lính đen có tên khoa học là Hô ma ti a in lu sừn, khi trưởng thành có màu đen và 1220 centimet."
103,00:17:17.400,00:17:22.560,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","ruồi lính đen có tên khoa học là Hô ma ti a in lu sừn, khi trưởng thành có màu đen và 1220 centimet."
104,00:17:22.560,00:17:28.520,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","ruồi lính đen có tên khoa học là Hô ma ti a in lu sừn, khi trưởng thành có màu đen và 1220 centimet."
105,00:17:28.520,00:17:34.400,"năm 2030,hệ thống lưới,kính thưa quý vị,ngành kinh tế,gia súc gia cầm,dưỡng chất,ruồi lính,năm 2045,Liên Minh Châu Âu cũng,bên trường Đại học Vương Lâm,hàm lượng protein,đời khoảng 45,loài thủy sản,công nghiệp hóa,thủy sản Việt Nam, Hoa Kỳ,thị trường ,loài thú,biến đổi khí hậu,nhộn ruồi lính,vòng khoảng chừng 20,bột cá hàng,Hô ma ti a in lu sừn","ruồi lính đen có tên khoa học là Hô ma ti a in lu sừn, khi trưởng thành có màu đen và 1220 centimet."
106,00:17:34.400,00:18:02.760,"phiên chợ nghĩa tình Tết đoàn viên,khu chế xuất Linh Trung,Liên đoàn Lao động thành phố,Tết sân bay,phiên chợ,không khí Tết cổ truyền,món hàng,chính sách lương thưởng Tết Tây,phiên chợ nghĩa tình,khu chế xuất khu công nghiệp,món đồ,Sài Gòn,mặt hàng giá,hàng loạt chương trình,tổ chức công đoàn,Ờ chào,tình hình kinh tế,năm 2022,một trăm bốn mươi tỷ đồng đều,tin vui Xuân,Tuyết,Dần,Tấm vé nghĩa tình công nhân,Việt Nam,quý vị,Vui Tết,thu nhập dịp,mặt hàng nhu yếu phẩm","Chúng có vùng đời khoảng 45 ngày, bắt đầu từ trứng."
107,00:18:02.760,00:18:07.240,"món hàng,khu chế xuất khu công nghiệp,món đồ,hàng loạt chương trình,Ờ chào,một trăm bốn mươi tỷ đồng đều,tin vui Xuân,Dần,Tấm vé nghĩa tình công nhân,thu nhập dịp,mặt hàng nhu yếu phẩm,phiên chợ nghĩa tình Tết đoàn viên,khu chế xuất Linh Trung,Tết sân bay,phiên chợ,chính sách lương thưởng Tết Tây,phiên chợ nghĩa tình,mặt hàng giá,tổ chức công đoàn,tình hình kinh tế,Tuyết,Việt Nam,Vui Tết,Liên đoàn Lao động thành phố",Ấu trùng nhận trưởng thành là ruồi lính đen mà nó phát triển trong tự nhiên của mình.
108,00:18:07.240,00:18:11.680,"món hàng,khu chế xuất khu công nghiệp,món đồ,hàng loạt chương trình,Ờ chào,một trăm bốn mươi tỷ đồng đều,tin vui Xuân,Dần,Tấm vé nghĩa tình công nhân,thu nhập dịp,mặt hàng nhu yếu phẩm,phiên chợ nghĩa tình Tết đoàn viên,khu chế xuất Linh Trung,Tết sân bay,phiên chợ,chính sách lương thưởng Tết Tây,phiên chợ nghĩa tình,mặt hàng giá,tổ chức công đoàn,tình hình kinh tế,Tuyết,Việt Nam,Vui Tết,Liên đoàn Lao động thành phố",Đầu tiên là rồi đây sẽ được lưu trong hệ thống lưới để chúng ta bắt đầu đẻ trứng.
