Scene number,Start,End,Keywords,Description
69,00:10:43.200,00:10:48.120,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
70,00:10:48.120,00:10:54.800,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
71,00:10:54.800,00:10:59.400,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
72,00:10:59.400,00:11:03.640,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
73,00:11:03.640,00:11:09.640,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
74,00:11:09.640,00:11:16.400,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
75,00:11:16.400,00:11:20.800,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
76,00:11:20.800,00:11:26.680,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
77,00:11:26.680,00:11:31.120,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
78,00:11:31.120,00:11:41.280,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
79,00:11:41.280,00:11:48.040,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
80,00:11:48.040,00:11:56.680,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
81,00:11:56.680,00:12:02.200,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
82,00:12:02.200,00:12:06.600,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
83,00:12:06.600,00:12:11.800,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
84,00:12:11.800,00:12:16.200,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
85,00:12:16.200,00:12:22.000,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
86,00:12:22.000,00:12:30.880,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
87,00:12:30.880,00:12:37.240,"trường quốc tế,Mão 2023,Việt Nam,ngoại giao nhân dân,lãnh đạo thành phố,tôn giáo đồng bào ta,ngày tháng cuối năm 2022,người Việt Nam,bà con kiều bào,cội nguồn dân tộc,lãnh đạo thành phố Hồ Chí Minh,Châu,vườn hoa ,mảnh đất quê hương,văn hóa dân tộc,bầy ong,Thủ tướng Chính phủ,tình yêu đất nước,đồng bào ta,chất xúc tác,công tác phòng,hình ảnh Việt Nam,đội ngũ chuyên gia,cộng đồng người Việt Nam, nơi đất lành chim đậu,cộng đồng Việt Nam,sau Covid,nhân dân thành phố,địa bàn thành phố,nước ngoài tiêu biểu,Ủy ban nhân dân thành phố,tình yêu quê hương,thành phố Hồ Chí Minh,chính quyền thành phố,đoàn thể kiều bào ta,đại diện người Việt Nam","Chương trình nhằm thể hiện tình cảm, sự quan tâm sâu sắc của lãnh đạo thành phố Hồ Chí Minh đối với cộng đồng người Việt Nam ở nước ngoài, mặc dù sống xa Tổ quốc, xa quê hương nhưng kiều bào luôn nuôi dưỡng, phát huy tinh thần yêu nước, giữ vững tinh thần tự tôn dân tộc, giữ gìn, phát huy truyền thống văn hóa với tấm lòng hướng về cội nguồn dân tộc, gắn bó với gia đình, quê hương đã là một vốn quý, vì bất cứ người Việt Nam nào, dù sống ở đâu hay làm việc gì cũng ẩn chứa trong lòng một tình yêu quê hương bất diệt, tình yêu đất nước sâu sắc, Tây."
