Scene number,Start,End,Keywords,Description
80,00:11:32.840,00:11:37.520,"Thành ủy thành phố Hồ Chí Minh,nhân dân quận Tân Phú,tình hình doanh nghiệp,năm 2022,phong cách Hồ Chí Minh,Ủy ban nhân dân thành phố Hồ Chí Minh,công tác dân vận,Tết Nguyên đán Quý Mão,đời sống vật chất,Chủ nhiệm Ủy ban,hệ thống chính trị,công nhân lao động,hội nghị ,không gian văn hóa Hồ Chí Minh,chính trị tư tưởng,Quận ủy quận Tân Phú,Ủy viên Ban, 5 tập thể,Dương Ngọc Hải","trong năm 2022, một trong những kết quả nổi bật là Quận ủy quận Tân Phú đã lãnh đạo thực hiện tốt công tác giáo dục chính trị tư tưởng, giáo dục truyền thống, chủ động quán triệt, triển khai thực hiện có hiệu quả các Chỉ trị, Nghị quyết, Kết luận của Trung ương, Thành ủy và Cổ ủy gắn với đẩy mạnh việc học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, nhất là việc triển khai thực hiện Kết luận số 0: 1 của Bộ Chính trị, các cấp ủy Đảng quan tâm xây dựng không gian văn hóa Hồ Chí Minh tại cơ quan, đơn vị với nhiều mô hình, cách làm hay, bộ máy hệ thống chính trị tiếp tục được sắp xếp tinh gọn, hoạt động hiệu quả hơn, công tác cải cách tư pháp, thanh tra, kiểm tra và phòng, chống tham nhũng, tiêu cực được tăng cường."
81,00:11:37.520,00:11:42.800,"Thành ủy thành phố Hồ Chí Minh,nhân dân quận Tân Phú,tình hình doanh nghiệp,năm 2022,phong cách Hồ Chí Minh,Ủy ban nhân dân thành phố Hồ Chí Minh,công tác dân vận,Tết Nguyên đán Quý Mão,đời sống vật chất,Chủ nhiệm Ủy ban,hệ thống chính trị,công nhân lao động,hội nghị ,không gian văn hóa Hồ Chí Minh,chính trị tư tưởng,Quận ủy quận Tân Phú,Ủy viên Ban, 5 tập thể,Dương Ngọc Hải","trong năm 2022, một trong những kết quả nổi bật là Quận ủy quận Tân Phú đã lãnh đạo thực hiện tốt công tác giáo dục chính trị tư tưởng, giáo dục truyền thống, chủ động quán triệt, triển khai thực hiện có hiệu quả các Chỉ trị, Nghị quyết, Kết luận của Trung ương, Thành ủy và Cổ ủy gắn với đẩy mạnh việc học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, nhất là việc triển khai thực hiện Kết luận số 0: 1 của Bộ Chính trị, các cấp ủy Đảng quan tâm xây dựng không gian văn hóa Hồ Chí Minh tại cơ quan, đơn vị với nhiều mô hình, cách làm hay, bộ máy hệ thống chính trị tiếp tục được sắp xếp tinh gọn, hoạt động hiệu quả hơn, công tác cải cách tư pháp, thanh tra, kiểm tra và phòng, chống tham nhũng, tiêu cực được tăng cường."
82,00:11:42.800,00:11:50.120,"Thành ủy thành phố Hồ Chí Minh,nhân dân quận Tân Phú,tình hình doanh nghiệp,năm 2022,phong cách Hồ Chí Minh,Ủy ban nhân dân thành phố Hồ Chí Minh,công tác dân vận,Tết Nguyên đán Quý Mão,đời sống vật chất,Chủ nhiệm Ủy ban,hệ thống chính trị,công nhân lao động,hội nghị ,không gian văn hóa Hồ Chí Minh,chính trị tư tưởng,Quận ủy quận Tân Phú,Ủy viên Ban, 5 tập thể,Dương Ngọc Hải","trong năm 2022, một trong những kết quả nổi bật là Quận ủy quận Tân Phú đã lãnh đạo thực hiện tốt công tác giáo dục chính trị tư tưởng, giáo dục truyền thống, chủ động quán triệt, triển khai thực hiện có hiệu quả các Chỉ trị, Nghị quyết, Kết luận của Trung ương, Thành ủy và Cổ ủy gắn với đẩy mạnh việc học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, nhất là việc triển khai thực hiện Kết luận số 0: 1 của Bộ Chính trị, các cấp ủy Đảng quan tâm xây dựng không gian văn hóa Hồ Chí Minh tại cơ quan, đơn vị với nhiều mô hình, cách làm hay, bộ máy hệ thống chính trị tiếp tục được sắp xếp tinh gọn, hoạt động hiệu quả hơn, công tác cải cách tư pháp, thanh tra, kiểm tra và phòng, chống tham nhũng, tiêu cực được tăng cường."
83,00:11:50.120,00:12:12.840,"đặc thù sông nước,Thủ tướng Chính phủ,xã Hiệp Phước,Sài Gòn,Long Thới ,Đức , Phước ,Biển Đông,Ủy ban nhân dân huyện Nhà Bè tổ chức Lễ công bố Quyết định,Phú Xuân,kỷ niệm 93,đồng chí Nguyễn Hồ Hải,thực dân Pháp, Lộc,đoạn đường thủy,Phước Kiển ,huyện Nhà Bè, Hiệp Phước,Nhà Bè,Tết Nguyên đán Quý Mão,xã Phú Xuân, Nhơn","Đồng chí Dương Ngọc Hải, Ủy viên Ban Thường vụ Thành ủy, Chủ nhiệm Ủy ban Kiểm tra Thành ủy thành phố Hồ Chí Minh đã ghi nhận và biểu dương những kết quả mà Đảng bộ và nhân dân quận Tân Phú đã đạt được trong năm 2022, góp phần vào thành công chung của thành phố."
84,00:12:12.840,00:12:17.280,"thực dân Pháp,đặc thù sông nước,xã Hiệp Phước, Lộc,Sài Gòn,đoạn đường thủy,Phước Kiển ,Long Thới ,Đức , Phước , Hiệp Phước,Nhà Bè,Biển Đông,xã Phú Xuân,Phú Xuân, Nhơn","Đồng chí đề nghị trước mắt từ nay đến cuối năm, các cơ quan, đơn vị tập trung công tác chăm lo Tết Nguyên đán Quý Mão năm 2023, nắm tình hình doanh nghiệp, công nhân lao động, tổ chức chăm lo chu đáo đời sống vật chất, tinh thần cho nhân dân."
85,00:12:17.280,00:12:22.680,"thực dân Pháp,đặc thù sông nước,xã Hiệp Phước, Lộc,Sài Gòn,đoạn đường thủy,Phước Kiển ,Long Thới ,Đức , Phước , Hiệp Phước,Nhà Bè,Biển Đông,xã Phú Xuân,Phú Xuân, Nhơn","Tại hội nghị, 5 tập thể và cá nhân đã được nhận bằng khen của Ủy ban nhân dân thành phố Hồ Chí Minh vì đã có thành tích xuất sắc trong công tác dân vận khéo năm 2022"
86,00:12:22.680,00:12:27.840,"thực dân Pháp,đặc thù sông nước,xã Hiệp Phước, Lộc,Sài Gòn,đoạn đường thủy,Phước Kiển ,Long Thới ,Đức , Phước , Hiệp Phước,Nhà Bè,Biển Đông,xã Phú Xuân,Phú Xuân, Nhơn","nhân kỷ niệm 93 năm ngày thành lập Đảng và chào đón Tết Nguyên đán Quý Mão năm 2023, Ủy ban nhân dân huyện Nhà Bè tổ chức Lễ công bố Quyết định của Thủ tướng Chính phủ và công nhận xã an toàn khu tại huyện Nhà Bè, thành phố Hồ Chí Minh."
87,00:12:27.840,00:12:33.520,"thực dân Pháp,đặc thù sông nước,xã Hiệp Phước, Lộc,Sài Gòn,đoạn đường thủy,Phước Kiển ,Long Thới ,Đức , Phước , Hiệp Phước,Nhà Bè,Biển Đông,xã Phú Xuân,Phú Xuân, Nhơn","Đến dự có đồng chí Nguyễn Hồ Hải, Phó Bí thư Thành ủy thành phố Hồ Chí Minh."
88,00:12:33.520,00:12:40.200,"thực dân Pháp,đặc thù sông nước,xã Hiệp Phước, Lộc,Sài Gòn,đoạn đường thủy,Phước Kiển ,Long Thới ,Đức , Phước , Hiệp Phước,Nhà Bè,Biển Đông,xã Phú Xuân,Phú Xuân, Nhơn","huyện Nhà Bè có 7 địa phương được công nhận xã an toàn khu là xã Phú Xuân, Long Thới, Nhơn, Đức, Phước, Lộc, Phước Kiển, Hiệp Phước và thị trấn Nhà Bè."
89,00:12:40.200,00:12:44.520,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","Trong đó, hai xã Hiệp Phước và Phú Xuân đạt 5 / 5 tiêu chí công nhận xã an toàn khu."
90,00:12:44.520,00:12:50.120,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","Với đặc thù vùng sông nước mênh mông, nằm án ngữ trên đoạn đường thủy huyết mạch từ Biển Đông và Sài Gòn, có điều kiện xây dựng cảng nước sâu, đủ sức tiếp nhận tàu có trọng tải lớn nên rất có ý nghĩa chiến lược nhiều mặt và giữ vị trí quân sự hết sức quan trọng trong hai cuộc kháng chiến chống thực dân Pháp và đế quốc Mỹ cứu nước."
91,00:12:50.120,00:12:58.240,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
92,00:12:58.240,00:13:07.520,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
93,00:13:07.520,00:13:13.280,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
94,00:13:13.280,00:13:24.800,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
95,00:13:24.800,00:13:32.040,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
96,00:13:32.040,00:13:37.480,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
97,00:13:37.480,00:13:48.800,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
98,00:13:48.800,00:13:53.200,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
99,00:13:53.200,00:13:58.000,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
100,00:13:58.000,00:14:04.000,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
101,00:14:04.000,00:14:09.400,"huyện Nhà Bè phát huy truyền thống vẻ vang,Ủy ban nhân dân huyện Nhà Bè,Thủ tướng Chính phủ,quê hương anh hùng,Pháp,xã an toàn khu,Chỉ thị số 14 ngày 24/3/2020,nhân dân huyện,truyền thống vẻ vang,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ,đời sống vật chất,Mỹ cứu","bữa nay mà được công nhận là các cái xã thuộc các bạn toàn khu đó là thuộc về một cái phần rất lớn, rất quý đối với Đảng, Nhà nước và giống như nhân dân và Đảng bộ của huyện Nhà Bè."
102,00:14:09.400,00:14:14.200,"ý nghĩa lịch sử,Xuân Màu Thân 1968,dân ta,quý vị,Mỹ cứu,dịp Tết Màu Thân","Trên cơ sở cái được công nhận của Chính phủ thì chúng tôi sẽ tiếp tục tham mưu cho Thành phố và tham mưu cho Huyện ủy xây dựng các cái cơ sở về văn hóa, cơ sở cho truyền thống để tiếp tục giáo dục cho truyền thống, Chúng tôi cho rằng người dân nhà bà được hưởng lợi rất nhiều từ cái việc công nhận của Chính phủ, từ đời sống vật chất, từ niềm tự hào cho đến những chăm lo và sự quan tâm của Chính phủ từ thời kháng chiến cho đến ngày nay."
103,00:14:14.200,00:14:48.040,"phong trào cách mạng,Đội Biệt động,bí danh Chính Nghĩa,chiến dịch Mậu Thân,Chính Nghĩa gái,năm 12,vùng đất thép Củ Chi,quận 1,Vũ Minh Nghĩa","Tại buổi lễ, Phó Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải đề nghị Đảng bộ, chính quyền và nhân dân 7 xã, thị trấn an toàn khu tại huyện Nhà Bè tiếp tục phát huy truyền thống vẻ vang của quê hương anh hùng, đoàn kết, tập trung lãnh đạo vượt qua mọi khó khăn, thách thức, tôi đề nghị Đảng bộ, chính quyền và nhân dân huyện nói chung và 7 xã, thị trấn nói riêng tiếp tục phát huy truyền thống vẻ vang của quê hương anh hùng, đặc biệt trước mắt là thực hiện Chỉ thị số 14 ngày 24/3/2020 của Thủ tướng Chính phủ về chính sách hỗ trợ xã an toàn khu, vùng an toàn thu cách mạng trong kháng chiến chống Pháp và chống Mỹ."
104,00:14:48.040,00:14:52.840,"phong trào cách mạng,Đội Biệt động,bí danh Chính Nghĩa,chiến dịch Mậu Thân,Chính Nghĩa gái,năm 12,vùng đất thép Củ Chi,quận 1,Vũ Minh Nghĩa","Dịp này, Ủy ban nhân dân huyện Nhà Bè cũng khen thưởng 19 cá nhân đã có nhiều đóng góp trong thời kỳ kháng chiến chống Mỹ cứu nước tại các xã an toàn khu trên địa bàn huyện."
105,00:14:52.840,00:14:59.480,"phong trào cách mạng,Đội Biệt động,bí danh Chính Nghĩa,chiến dịch Mậu Thân,Chính Nghĩa gái,năm 12,vùng đất thép Củ Chi,quận 1,Vũ Minh Nghĩa","thưa quý vị, cách đây tròn 55 năm, đúng vào dịp Tết Màu Thân năm 1968, quân và dân ta đã đồng loạt mở cuộc Tổng tiến công và nổi dậy trên khắp chiến trường miền Nam."
106,00:14:59.480,00:15:06.000,"phong trào cách mạng,Đội Biệt động,bí danh Chính Nghĩa,chiến dịch Mậu Thân,Chính Nghĩa gái,năm 12,vùng đất thép Củ Chi,quận 1,Vũ Minh Nghĩa","Đây là sự kiện có ý nghĩa lịch sử trọng đại, tạo ra bước ngoặt quyết định trong cuộc kháng chiến chống Mỹ cứu nước."
107,00:15:06.000,00:15:10.400,"phong trào cách mạng,Đội Biệt động,bí danh Chính Nghĩa,chiến dịch Mậu Thân,Chính Nghĩa gái,năm 12,vùng đất thép Củ Chi,quận 1,Vũ Minh Nghĩa","Hôm nay, gần một long trọng tổ chức họp mặt kỷ niệm 55 năm cuộc Tổng tiến công và nổi dậy Xuân Màu Thân 1968 để ôn lại truyền thống hào hùng của quân và dân ta trong cuộc hải chiến chống Mỹ cứu nước, giải phóng dân tộc."
108,00:15:10.400,00:15:15.840,"phong trào cách mạng,Đội Biệt động,bí danh Chính Nghĩa,chiến dịch Mậu Thân,Chính Nghĩa gái,năm 12,vùng đất thép Củ Chi,quận 1,Vũ Minh Nghĩa","sinh ra trong một gia đình có 8 anh em đều tham gia cách mạng tại vùng đất thép Củ Chi, bà Vũ Minh Nghĩa, bí danh Chính Nghĩa đã sớm tham gia vào phong trào cách mạng, nhận nhiệm vụ giao liên cho cán bộ hoạt động bí mật ở xã từ năm 12 tuổi đến năm 19 tuổi, bà Chính Nghĩa trở thành cô gái duy nhất trong Đội Biệt động thành tham gia vào chiến dịch Mậu Thân năm 1968, những tháng ngày chiến đấu cùng quân và dân quận 1 và cả giây phút và chứng kiến đồng đội hy sinh vẫn còn in sâu trong ký ức của người nữ chiến sĩ năm nào."
109,00:15:15.840,00:15:20.680,"bên Thương,viên thuốc",thì lúc mình mà bên Thương thì mình làm nhiệm vụ yêu thương mà không còn ở trên tay một viên thuốc cầm máu thì lúc bây giờ thấy cũng rất là hối hận.
110,00:15:20.680,00:15:44.840,đoạn đường,Nhưng bây giờ không cách nào thì anh mới nói là bây giờ
111,00:15:44.840,00:15:49.720,"cơ sở cách mạng,mùa Xuân Mậu Thân,đoàn đại biểu,Sài Gòn,buổi họp mặt ,Thiên Anh Hùng Ca Xuân Mậu Thân, Bí thư Quận ủy quận 1 Tô Thị Bích Châu bày tỏ biết ơn,Đài Kỷ niệm Biệt động Thành,Đặng Thị Thiệt,vai trò hướng dẫn viên,Anh hùng lực lượng vũ trang nhân dân Trần Văn Lai,Em Trần Trọng Nhân,truyền thống cách mạng,khối đại đoàn kết,Xuân Mậu Thân,chính sách pháp luật,sức mạnh thời đại,cô chú chiến sĩ,nhân dân quận 1,sức mạnh dân tộc,quận 1,hồi xưa,đời ba mẹ",các em nghe anh nói dễ thương anh nặng
112,00:15:49.720,00:15:54.080, ,anh biết rằng anh không thể nào cùng với các em đi tới cái đoạn đường cùng.
113,00:15:54.080,00:16:05.280, ,"nhưng mà dù gì đi nữa, các em cũng cố gắng bấm chuẩn bị, không rút lui chờ lực lượng tới thiết bị."
114,00:16:05.280,00:16:11.840, ,thì lúc bấy giờ con nên ba nói được mấy câu?
115,00:16:11.840,00:16:19.040,"cơ sở cách mạng,mùa Xuân Mậu Thân,Sài Gòn,buổi họp mặt ,Thiên Anh Hùng Ca Xuân Mậu Thân, Bí thư Quận ủy quận 1 Tô Thị Bích Châu bày tỏ biết ơn,Đặng Thị Thiệt,khối đại đoàn kết,chính sách pháp luật,nhân dân quận 1,sức mạnh dân tộc,đời ba mẹ,đoàn đại biểu,Đài Kỷ niệm Biệt động Thành,Anh hùng lực lượng vũ trang nhân dân Trần Văn Lai,Em Trần Trọng Nhân,truyền thống cách mạng,Xuân Mậu Thân,sức mạnh thời đại,cô chú chiến sĩ,quận 1,hồi xưa,vai trò hướng dẫn viên",thì anh nên vay
116,00:16:19.040,00:16:27.840,"cơ sở cách mạng,mùa Xuân Mậu Thân,Sài Gòn,buổi họp mặt ,Thiên Anh Hùng Ca Xuân Mậu Thân, Bí thư Quận ủy quận 1 Tô Thị Bích Châu bày tỏ biết ơn,Đặng Thị Thiệt,khối đại đoàn kết,chính sách pháp luật,nhân dân quận 1,sức mạnh dân tộc,đời ba mẹ,đoàn đại biểu,Đài Kỷ niệm Biệt động Thành,Anh hùng lực lượng vũ trang nhân dân Trần Văn Lai,Em Trần Trọng Nhân,truyền thống cách mạng,Xuân Mậu Thân,sức mạnh thời đại,cô chú chiến sĩ,quận 1,hồi xưa,vai trò hướng dẫn viên",thì lúc bấy giờ chúng tôi nhìn thấy những cảnh tượng đó.
117,00:16:27.840,00:16:34.320,"cơ sở cách mạng,mùa Xuân Mậu Thân,Sài Gòn,buổi họp mặt ,Thiên Anh Hùng Ca Xuân Mậu Thân, Bí thư Quận ủy quận 1 Tô Thị Bích Châu bày tỏ biết ơn,Đặng Thị Thiệt,khối đại đoàn kết,chính sách pháp luật,nhân dân quận 1,sức mạnh dân tộc,đời ba mẹ,đoàn đại biểu,Đài Kỷ niệm Biệt động Thành,Anh hùng lực lượng vũ trang nhân dân Trần Văn Lai,Em Trần Trọng Nhân,truyền thống cách mạng,Xuân Mậu Thân,sức mạnh thời đại,cô chú chiến sĩ,quận 1,hồi xưa,vai trò hướng dẫn viên",càng nung đúc cho chúng tôi một cái tinh thần chiến đấu cao hơn.
118,00:16:34.320,00:16:39.640,"cơ sở cách mạng,mùa Xuân Mậu Thân,Sài Gòn,buổi họp mặt ,Thiên Anh Hùng Ca Xuân Mậu Thân, Bí thư Quận ủy quận 1 Tô Thị Bích Châu bày tỏ biết ơn,Đặng Thị Thiệt,khối đại đoàn kết,chính sách pháp luật,nhân dân quận 1,sức mạnh dân tộc,đời ba mẹ,đoàn đại biểu,Đài Kỷ niệm Biệt động Thành,Anh hùng lực lượng vũ trang nhân dân Trần Văn Lai,Em Trần Trọng Nhân,truyền thống cách mạng,Xuân Mậu Thân,sức mạnh thời đại,cô chú chiến sĩ,quận 1,hồi xưa,vai trò hướng dẫn viên","55 năm đã trôi qua, nhưng ý nghĩa và bài học của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân năm 1968 vẫn còn vẹn nguyên giá trị."
119,00:16:39.640,00:16:45.840,"cơ sở cách mạng,mùa Xuân Mậu Thân,Sài Gòn,buổi họp mặt ,Thiên Anh Hùng Ca Xuân Mậu Thân, Bí thư Quận ủy quận 1 Tô Thị Bích Châu bày tỏ biết ơn,Đặng Thị Thiệt,khối đại đoàn kết,chính sách pháp luật,nhân dân quận 1,sức mạnh dân tộc,đời ba mẹ,đoàn đại biểu,Đài Kỷ niệm Biệt động Thành,Anh hùng lực lượng vũ trang nhân dân Trần Văn Lai,Em Trần Trọng Nhân,truyền thống cách mạng,Xuân Mậu Thân,sức mạnh thời đại,cô chú chiến sĩ,quận 1,hồi xưa,vai trò hướng dẫn viên","55 năm đã trôi qua, nhưng ý nghĩa và bài học của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân năm 1968 vẫn còn vẹn nguyên giá trị."
120,00:16:45.840,00:16:54.000,"cơ sở cách mạng,mùa Xuân Mậu Thân,Sài Gòn,buổi họp mặt ,Thiên Anh Hùng Ca Xuân Mậu Thân, Bí thư Quận ủy quận 1 Tô Thị Bích Châu bày tỏ biết ơn,Đặng Thị Thiệt,khối đại đoàn kết,chính sách pháp luật,nhân dân quận 1,sức mạnh dân tộc,đời ba mẹ,đoàn đại biểu,Đài Kỷ niệm Biệt động Thành,Anh hùng lực lượng vũ trang nhân dân Trần Văn Lai,Em Trần Trọng Nhân,truyền thống cách mạng,Xuân Mậu Thân,sức mạnh thời đại,cô chú chiến sĩ,quận 1,hồi xưa,vai trò hướng dẫn viên","55 năm đã trôi qua, nhưng ý nghĩa và bài học của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân năm 1968 vẫn còn vẹn nguyên giá trị."
121,00:16:54.000,00:17:02.000,"cơ sở cách mạng,mùa Xuân Mậu Thân,Sài Gòn,buổi họp mặt ,Thiên Anh Hùng Ca Xuân Mậu Thân, Bí thư Quận ủy quận 1 Tô Thị Bích Châu bày tỏ biết ơn,Đặng Thị Thiệt,khối đại đoàn kết,chính sách pháp luật,nhân dân quận 1,sức mạnh dân tộc,đời ba mẹ,đoàn đại biểu,Đài Kỷ niệm Biệt động Thành,Anh hùng lực lượng vũ trang nhân dân Trần Văn Lai,Em Trần Trọng Nhân,truyền thống cách mạng,Xuân Mậu Thân,sức mạnh thời đại,cô chú chiến sĩ,quận 1,hồi xưa,vai trò hướng dẫn viên","55 năm đã trôi qua, nhưng ý nghĩa và bài học của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân năm 1968 vẫn còn vẹn nguyên giá trị."
122,00:17:02.000,00:17:07.800,"cơ sở cách mạng,mùa Xuân Mậu Thân,Sài Gòn,buổi họp mặt ,Thiên Anh Hùng Ca Xuân Mậu Thân, Bí thư Quận ủy quận 1 Tô Thị Bích Châu bày tỏ biết ơn,Đặng Thị Thiệt,khối đại đoàn kết,chính sách pháp luật,nhân dân quận 1,sức mạnh dân tộc,đời ba mẹ,đoàn đại biểu,Đài Kỷ niệm Biệt động Thành,Anh hùng lực lượng vũ trang nhân dân Trần Văn Lai,Em Trần Trọng Nhân,truyền thống cách mạng,Xuân Mậu Thân,sức mạnh thời đại,cô chú chiến sĩ,quận 1,hồi xưa,vai trò hướng dẫn viên","55 năm đã trôi qua, nhưng ý nghĩa và bài học của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân năm 1968 vẫn còn vẹn nguyên giá trị."
