Scene number,Start,End,Keywords,Description
41,00:09:57.400,00:10:04.000,"chỉnh đốn Đảng,đảng viên Đảng bộ,năm 2023,Nguyễn Thị Lệ trân trọng dượng đóng góp,phong cách Hồ Chí Minh,kỷ niệm các ngày lễ lớn,Huy hiệu 75 năm tuổi Đảng,Đảng bộ Khối đề,Tổng Bí thư Nguyễn Phú Trọng,nội dung tác phẩm,không gian văn hóa Hồ Chí Minh,Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ,đạo đức Hồ Chí Minh gắn,chất lượng công vụ,Đảng bộ Khối,đồng chí Dương Linh,Việt Nam,Đảng bộ Khối Dân Chính Đảng thành phố,Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh,sự nghiệp đấu tranh giành,truyền thống cách mạng","trong năm 2022, Đảng bộ Khối Dân Chính Đảng thành phố đã triển khai hiệu quả nhiều hoạt động, tiêu biểu là các hoạt động chào mừng kỷ niệm các ngày lễ lớn trong năm, các hoạt động chào mừng kỷ niệm 15 năm thành lập Đảng bộ Khối, tổ chức nhiều chuyên đề về học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, triển khai đợt sinh hoạt chính trị với chủ đề Tự soi, tự sửa và nội dung tác phẩm: Một số vấn đề lý luận và thực tiễn về chủ nghĩa xã hội và con đường đi lên chủ nghĩa xã hội ở Việt Nam của Tổng Bí thư Nguyễn Phú Trọng có 406/400 đảng viên mới được kết nạp, vượt chỉ tiêu đã đề ra, phát động cơ sở đăng ký và thực hiện 95 công trình thi đua dân vận khéo gắn với nội dung nằm 0, Đảng bộ Khối tiếp tục đề ra chính nhiệm vụ trọng tâm thực hiện trong năm 2023, trong đó tập trung vào chất lượng công vụ, cải cách hành chính, cải thiện môi trường đầu tư, đẩy mạnh việc học tập và làm theo tư tưởng, đạo đức Hồ Chí Minh gắn với xây dựng không gian văn hóa Hồ Chí Minh và công tác xây dựng, chỉnh đốn Đảng Cũng trong chiều nay, Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ cùng Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh đã dự lễ trao Huy hiệu 75 năm tuổi Đảng đối với đồng chí Dương Linh, đảng viên Đảng bộ Liên hiệp các Hội Văn học và Nghệ thuật thành phố."
42,00:10:04.000,00:10:09.160,"chỉnh đốn Đảng,đảng viên Đảng bộ,năm 2023,Nguyễn Thị Lệ trân trọng dượng đóng góp,phong cách Hồ Chí Minh,kỷ niệm các ngày lễ lớn,Huy hiệu 75 năm tuổi Đảng,Đảng bộ Khối đề,Tổng Bí thư Nguyễn Phú Trọng,nội dung tác phẩm,không gian văn hóa Hồ Chí Minh,Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ,đạo đức Hồ Chí Minh gắn,chất lượng công vụ,Đảng bộ Khối,đồng chí Dương Linh,Việt Nam,Đảng bộ Khối Dân Chính Đảng thành phố,Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh,sự nghiệp đấu tranh giành,truyền thống cách mạng","trong năm 2022, Đảng bộ Khối Dân Chính Đảng thành phố đã triển khai hiệu quả nhiều hoạt động, tiêu biểu là các hoạt động chào mừng kỷ niệm các ngày lễ lớn trong năm, các hoạt động chào mừng kỷ niệm 15 năm thành lập Đảng bộ Khối, tổ chức nhiều chuyên đề về học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, triển khai đợt sinh hoạt chính trị với chủ đề Tự soi, tự sửa và nội dung tác phẩm: Một số vấn đề lý luận và thực tiễn về chủ nghĩa xã hội và con đường đi lên chủ nghĩa xã hội ở Việt Nam của Tổng Bí thư Nguyễn Phú Trọng có 406/400 đảng viên mới được kết nạp, vượt chỉ tiêu đã đề ra, phát động cơ sở đăng ký và thực hiện 95 công trình thi đua dân vận khéo gắn với nội dung nằm 0, Đảng bộ Khối tiếp tục đề ra chính nhiệm vụ trọng tâm thực hiện trong năm 2023, trong đó tập trung vào chất lượng công vụ, cải cách hành chính, cải thiện môi trường đầu tư, đẩy mạnh việc học tập và làm theo tư tưởng, đạo đức Hồ Chí Minh gắn với xây dựng không gian văn hóa Hồ Chí Minh và công tác xây dựng, chỉnh đốn Đảng Cũng trong chiều nay, Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ cùng Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh đã dự lễ trao Huy hiệu 75 năm tuổi Đảng đối với đồng chí Dương Linh, đảng viên Đảng bộ Liên hiệp các Hội Văn học và Nghệ thuật thành phố."
43,00:10:09.160,00:10:13.640,"chỉnh đốn Đảng,đảng viên Đảng bộ,năm 2023,Nguyễn Thị Lệ trân trọng dượng đóng góp,phong cách Hồ Chí Minh,kỷ niệm các ngày lễ lớn,Huy hiệu 75 năm tuổi Đảng,Đảng bộ Khối đề,Tổng Bí thư Nguyễn Phú Trọng,nội dung tác phẩm,không gian văn hóa Hồ Chí Minh,Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ,đạo đức Hồ Chí Minh gắn,chất lượng công vụ,Đảng bộ Khối,đồng chí Dương Linh,Việt Nam,Đảng bộ Khối Dân Chính Đảng thành phố,Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh,sự nghiệp đấu tranh giành,truyền thống cách mạng","trong năm 2022, Đảng bộ Khối Dân Chính Đảng thành phố đã triển khai hiệu quả nhiều hoạt động, tiêu biểu là các hoạt động chào mừng kỷ niệm các ngày lễ lớn trong năm, các hoạt động chào mừng kỷ niệm 15 năm thành lập Đảng bộ Khối, tổ chức nhiều chuyên đề về học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, triển khai đợt sinh hoạt chính trị với chủ đề Tự soi, tự sửa và nội dung tác phẩm: Một số vấn đề lý luận và thực tiễn về chủ nghĩa xã hội và con đường đi lên chủ nghĩa xã hội ở Việt Nam của Tổng Bí thư Nguyễn Phú Trọng có 406/400 đảng viên mới được kết nạp, vượt chỉ tiêu đã đề ra, phát động cơ sở đăng ký và thực hiện 95 công trình thi đua dân vận khéo gắn với nội dung nằm 0, Đảng bộ Khối tiếp tục đề ra chính nhiệm vụ trọng tâm thực hiện trong năm 2023, trong đó tập trung vào chất lượng công vụ, cải cách hành chính, cải thiện môi trường đầu tư, đẩy mạnh việc học tập và làm theo tư tưởng, đạo đức Hồ Chí Minh gắn với xây dựng không gian văn hóa Hồ Chí Minh và công tác xây dựng, chỉnh đốn Đảng Cũng trong chiều nay, Chủ tịch Hội đồng nhân dân thành phố Hồ Chí Minh Nguyễn Thị Lệ cùng Đảng bộ Khối Dân chính Đảng thành phố Hồ Chí Minh đã dự lễ trao Huy hiệu 75 năm tuổi Đảng đối với đồng chí Dương Linh, đảng viên Đảng bộ Liên hiệp các Hội Văn học và Nghệ thuật thành phố."
44,00:10:13.640,00:10:32.640,"Phạm Học Lâm,Mỹ hạng Nhì,Phó Tổng Giám đốc Ngân hàng Nhà nước,nhiệm vụ Đảng,đồng chí Phạm Học Lâm,Thứ trưởng Tài chính,năm 1930,Huân chương Chiến thắng,Huy hiệu 75 năm tuổi Đảng,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu,miền Nam kiêm","Đồng chí Nguyễn Thị Lệ trân trọng cảm ơn dượng đóng góp của đồng chí Dương Linh trong sự nghiệp đấu tranh giành độc lập của dân tộc, xây dựng và bảo vệ Tổ quốc, Đồng thời gửi lời chúc đồng chí và gia đình dồi dào sức khỏe, niềm vui, hạnh phúc và tiếp tục đóng góp cho Đảng, cho đất nước, tiếp tục phát huy truyền thống cách mạng, tinh thần tiên phong, gương mẫu mãi là tấm gương sáng cho thế hệ trẻ noi theo."
45,00:10:32.640,00:10:36.800,"Phạm Học Lâm,Mỹ hạng Nhì,Phó Tổng Giám đốc Ngân hàng Nhà nước,nhiệm vụ Đảng,Thứ trưởng Tài chính,năm 1930,Huân chương Chiến thắng,miền Nam kiêm","chiều nay, Phó Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu đã đến tận nhà trao Huy hiệu 75 năm tuổi Đảng được 3/2/2023 cho đồng chí Phạm Học Lâm tại Đảng bộ phường 2, quận 10."
46,00:10:36.800,00:10:41.800,"Phạm Học Lâm,Mỹ hạng Nhì,Phó Tổng Giám đốc Ngân hàng Nhà nước,nhiệm vụ Đảng,Thứ trưởng Tài chính,năm 1930,Huân chương Chiến thắng,miền Nam kiêm",Đồng chí Phạm Học Lâm sinh năm 1930 tại tỉnh Cà Mau.
47,00:10:41.800,00:10:48.000,"Phạm Học Lâm,Mỹ hạng Nhì,Phó Tổng Giám đốc Ngân hàng Nhà nước,nhiệm vụ Đảng,Thứ trưởng Tài chính,năm 1930,Huân chương Chiến thắng,miền Nam kiêm",Đồng chí Phạm Học Lâm sinh năm 1930 tại tỉnh Cà Mau.
48,00:10:48.000,00:10:54.520,"Phạm Học Lâm,Mỹ hạng Nhì,Phó Tổng Giám đốc Ngân hàng Nhà nước,nhiệm vụ Đảng,Thứ trưởng Tài chính,năm 1930,Huân chương Chiến thắng,miền Nam kiêm",Đồng chí Phạm Học Lâm sinh năm 1930 tại tỉnh Cà Mau.
49,00:10:54.520,00:10:59.440,"Phạm Học Lâm,Mỹ hạng Nhì,Phó Tổng Giám đốc Ngân hàng Nhà nước,nhiệm vụ Đảng,Thứ trưởng Tài chính,năm 1930,Huân chương Chiến thắng,miền Nam kiêm",Đồng chí Phạm Học Lâm sinh năm 1930 tại tỉnh Cà Mau.
50,00:10:59.440,00:11:04.640,"Phạm Học Lâm,Mỹ hạng Nhì,Phó Tổng Giám đốc Ngân hàng Nhà nước,nhiệm vụ Đảng,Thứ trưởng Tài chính,năm 1930,Huân chương Chiến thắng,miền Nam kiêm",Đồng chí Phạm Học Lâm sinh năm 1930 tại tỉnh Cà Mau.
51,00:11:04.640,00:11:10.360,"Phạm Học Lâm,Mỹ hạng Nhì,Phó Tổng Giám đốc Ngân hàng Nhà nước,nhiệm vụ Đảng,Thứ trưởng Tài chính,năm 1930,Huân chương Chiến thắng,miền Nam kiêm",Đồng chí Phạm Học Lâm sinh năm 1930 tại tỉnh Cà Mau.
52,00:11:10.360,00:11:16.560,"chủ đề Xuân yêu thương,Tết nghĩa tình,000 cán bộ,Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh tổ chức chăm lo Tết Nguyên đán Quý Mão","Trong suốt quá trình tham gia cách mạng và công tác, ông từng giữ các chức vụ quan trọng như: Thứ trưởng Bộ Tài chính, Phó Tổng Giám đốc Ngân hàng Nhà nước Thường trực miền Nam kiêm Phó Chủ tịch Ban Lãnh đạo Ngân hàng Đầu tư Quốc tế MIB tại Liên Xô."
53,00:11:16.560,00:11:36.000,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","Ông cũng vinh dự nhận được Huân chương Chiến thắng, Huân chương kháng chiến chống Mỹ hạng Nhì cùng như Ban khen, Giấy khen khác, 75 năm hoạt động cách mạng liên tục, bền bỉ, dù bất cứ cương vị nào, ông Phạm Học Lâm cũng thể hiện là người đảng viên mẫu mực, kiên trung, hết lòng phục vụ nhân dân, phục vụ Tổ quốc, hoàn thành xuất sắc nhiệm vụ Đảng giao, xứng đáng là tấm gương cho các thế hệ noi theo, một tấm gương phấn đấu trọn đời cho cách mạng, được đồng đội, nhân dân kiếm yêu, quý phục."
54,00:11:36.000,00:11:42.800,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","với chủ đề Xuân yêu thương, Tết nghĩa tình, Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh tổ chức chăm lo Tết Nguyên đán Quý Mão năm 2023 cho hơn 62.000 cán bộ, hội viên phụ nữ nghèo, nữ công nhân môi trường đô thị và trẻ em yếu thế."
55,00:11:42.800,00:11:48.960,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố",Đến dự lễ khai mạc sáng nay có Phó Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải.
56,00:11:48.960,00:11:53.600,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
57,00:11:53.600,00:11:58.640,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
58,00:11:58.640,00:12:04.840,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
59,00:12:04.840,00:12:09.920,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
60,00:12:09.920,00:12:14.800,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
61,00:12:14.800,00:12:23.440,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
62,00:12:23.440,00:12:32.200,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
63,00:12:32.200,00:12:36.720,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
64,00:12:36.720,00:12:41.320,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
65,00:12:41.320,00:12:49.600,"Đồn Biên phòng,Xuân yêu thương Tết nghĩa tình,Mái Ấm Tân Bình,phụ nữ khuyết tật,người dân Việt Nam,phụ nữ dân tộc,thời điểm Tết,Hội Phụ Nữ Từ Thiện trao kinh phí,hội viên phụ nữ,mặt vật chất,chính quyền thành phố","là một trong 7 mái ấm của Hội Phụ Nữ Từ Thiện được trao kinh phí và hòa tặng trong dịp này, những thành viên của Mái Ấm Tân Bình cảm nhận rõ sự hạnh phúc khi được quan tâm từ các cấp chính quyền thành phố, vui và phấn khởi lắm em ạ."
66,00:12:49.600,00:12:58.720,"hội viên nông dân,thành phố Hồ Chí Minh Nguyễn Hồ Hải,thành phố Hồ Chí Minh chiều,hiệu quả Chương trình,Tết nghĩa tình Xuân Quý Mẫu,1500 phần quà và thẻ bảo hiểm y tế,hội viên Hội Nông dân,Đài Truyền hình thành phố Hồ Chí Minh tổ chức mục đích quỹ,hộ nông dân,huyện Củ Chi,quà ý nghĩa","Tại vì nhỏ là thích nhận quà mà, tạo cho các em có cái động lực á."
67,00:12:58.720,00:13:03.840,"hội viên nông dân,thành phố Hồ Chí Minh Nguyễn Hồ Hải,thành phố Hồ Chí Minh chiều,hiệu quả Chương trình,Tết nghĩa tình Xuân Quý Mẫu,1500 phần quà và thẻ bảo hiểm y tế,hội viên Hội Nông dân,Đài Truyền hình thành phố Hồ Chí Minh tổ chức mục đích quỹ,hộ nông dân,huyện Củ Chi,quà ý nghĩa",Rồi là từ bên ngoài ra sao?
68,00:13:03.840,00:13:09.040,"hội viên nông dân,thành phố Hồ Chí Minh Nguyễn Hồ Hải,thành phố Hồ Chí Minh chiều,hiệu quả Chương trình,Tết nghĩa tình Xuân Quý Mẫu,1500 phần quà và thẻ bảo hiểm y tế,hội viên Hội Nông dân,Đài Truyền hình thành phố Hồ Chí Minh tổ chức mục đích quỹ,hộ nông dân,huyện Củ Chi,quà ý nghĩa",Họ này vẫn còn nhiều người đã quan tâm các em.
69,00:13:09.040,00:13:16.960,"hội viên nông dân,thành phố Hồ Chí Minh Nguyễn Hồ Hải,thành phố Hồ Chí Minh chiều,hiệu quả Chương trình,Tết nghĩa tình Xuân Quý Mẫu,1500 phần quà và thẻ bảo hiểm y tế,hội viên Hội Nông dân,Đài Truyền hình thành phố Hồ Chí Minh tổ chức mục đích quỹ,hộ nông dân,huyện Củ Chi,quà ý nghĩa","Những ảnh hưởng từ dịch bệnh kéo dài khiến nhiều gia đình gặp khó khăn về kinh tế và vẫn đang trong quá trình ổn định đời sống, các phần quà từ Xuân yêu thương Tết nghĩa tình không quá lớn về mặt vật chất nhưng mang ý nghĩa tinh thần."
70,00:13:16.960,00:13:23.120,"hội viên nông dân,thành phố Hồ Chí Minh Nguyễn Hồ Hải,thành phố Hồ Chí Minh chiều,hiệu quả Chương trình,Tết nghĩa tình Xuân Quý Mẫu,1500 phần quà và thẻ bảo hiểm y tế,hội viên Hội Nông dân,Đài Truyền hình thành phố Hồ Chí Minh tổ chức mục đích quỹ,hộ nông dân,huyện Củ Chi,quà ý nghĩa","Trong thời điểm Tết đến xuân thì này, dịch bệnh và tất cả mọi người dân Việt Nam mình đều khó khăn, nhưng riêng dân tộc chúng tôi thì khó khăn lắm."
71,00:13:23.120,00:13:28.800,"hội viên nông dân,thành phố Hồ Chí Minh Nguyễn Hồ Hải,thành phố Hồ Chí Minh chiều,hiệu quả Chương trình,Tết nghĩa tình Xuân Quý Mẫu,1500 phần quà và thẻ bảo hiểm y tế,hội viên Hội Nông dân,Đài Truyền hình thành phố Hồ Chí Minh tổ chức mục đích quỹ,hộ nông dân,huyện Củ Chi,quà ý nghĩa",Nhưng mà được sự quan tâm thì bây giờ đã đỡ hơn rồi.
72,00:13:28.800,00:13:33.360,"hội viên nông dân,thành phố Hồ Chí Minh Nguyễn Hồ Hải,thành phố Hồ Chí Minh chiều,hiệu quả Chương trình,Tết nghĩa tình Xuân Quý Mẫu,1500 phần quà và thẻ bảo hiểm y tế,hội viên Hội Nông dân,Đài Truyền hình thành phố Hồ Chí Minh tổ chức mục đích quỹ,hộ nông dân,huyện Củ Chi,quà ý nghĩa",một cái tinh thần mà tôi thấy rằng là nó hơn những năm trước rất là nhiều.
73,00:13:33.360,00:14:02.360,"Ủy viên Ban,Gia Đồng chí Trần Kim Yến,Mẹ Việt Nam anh hùng Nguyễn Thị Hay,truyền thống cách mạng,đồng chí Nguyễn Hữu Hiệp bày tỏ biết ơn,Ủy ban Mặt trận Tổ quốc,địa bàn huyện Củ Chi thăm,chúc Tết thương binh hạng 4,Tai họa Tết,Trần Kim Yến,mùa xuân hạnh phúc,Xuân Mậu Thân,quà Tết,vị chức sắc,gia đình chính sách,sức chăm lo Tết,món quà,Việt Nam anh hùng,chùa Hải,lãnh đạo địa phương,Trần Kim Yến bày tỏ mong muốn,đồng chí Nguyễn Hữu Hiệp,Trương Thanh Hiền,Bí thư Thành ủy Thủ Đức trưởng đoàn,Nguyễn Hữu Hiệp mong,Biên phòng Thạnh An,Trần Kim Yến gửi,Chủ tịch Ủy ban,Đồn Biên phòng Long Hòa,Thánh thất Đồng Hòa,Hiền,kiến trúc Mẹ,Đồn Biên phòng Cần Thạnh,Tổ quốc Việt Nam thành phố Hồ Chí Minh trưởng đoàn,Đoàn,chùa Phước Hải,Hương","Trong cái điều kiện khi mà đang rất khó thì mọi người lại càng quan tâm chia sẻ với nhau hơn, rất là đáng quý để cùng nhau được đón một mùa xuân hạnh phúc."
74,00:14:02.360,00:14:06.800,"Ủy viên Ban,Mẹ Việt Nam anh hùng Nguyễn Thị Hay,truyền thống cách mạng,đồng chí Nguyễn Hữu Hiệp bày tỏ biết ơn,Ủy ban Mặt trận Tổ quốc,địa bàn huyện Củ Chi thăm,chúc Tết thương binh hạng 4,Tai họa Tết,Trần Kim Yến,mùa xuân hạnh phúc,Xuân Mậu Thân,quà Tết,vị chức sắc,gia đình chính sách,sức chăm lo Tết,món quà,chùa Hải,lãnh đạo địa phương,Trần Kim Yến bày tỏ mong muốn,đồng chí Nguyễn Hữu Hiệp,Trương Thanh Hiền,Bí thư Thành ủy Thủ Đức trưởng đoàn,Nguyễn Hữu Hiệp mong,Biên phòng Thạnh An,Trần Kim Yến gửi,Đồn Biên phòng Long Hòa,Thánh thất Đồng Hòa,Hiền,kiến trúc Mẹ,Đồn Biên phòng Cần Thạnh,Đoàn,chùa Phước Hải,Hương","Chăm lo TT cho hội viên phụ nữ là công tác thường niên nhằm góp phần tạo cho hội viên nữ công nhân lao động khó khăn, mất việc, trẻ em và phụ nữ khuyết tật ở vùng cao, phụ nữ dân tộc, cán bộ, chiến sĩ tại một số Đồn Biên phòng có điều kiện vui xuân trong những ngày Tết của Tri"
75,00:14:06.800,00:14:10.960,"Ủy viên Ban,Mẹ Việt Nam anh hùng Nguyễn Thị Hay,truyền thống cách mạng,đồng chí Nguyễn Hữu Hiệp bày tỏ biết ơn,Ủy ban Mặt trận Tổ quốc,địa bàn huyện Củ Chi thăm,chúc Tết thương binh hạng 4,Tai họa Tết,Trần Kim Yến,mùa xuân hạnh phúc,Xuân Mậu Thân,quà Tết,vị chức sắc,gia đình chính sách,sức chăm lo Tết,món quà,chùa Hải,lãnh đạo địa phương,Trần Kim Yến bày tỏ mong muốn,đồng chí Nguyễn Hữu Hiệp,Trương Thanh Hiền,Bí thư Thành ủy Thủ Đức trưởng đoàn,Nguyễn Hữu Hiệp mong,Biên phòng Thạnh An,Trần Kim Yến gửi,Đồn Biên phòng Long Hòa,Thánh thất Đồng Hòa,Hiền,kiến trúc Mẹ,Đồn Biên phòng Cần Thạnh,Đoàn,chùa Phước Hải,Hương","Phó Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải cùng Hội Nông dân thành phố Hồ Chí Minh chiều nay đã trao tặng các phần quà ý nghĩa cho các hộ nông dân nghèo trong chương trình trao tặng quà Tết cho cán bộ, hội viên nông dân có hoàn cảnh khó khăn tại huyện Củ Chi, trên 1500 phần quà và thẻ bảo hiểm y tế đã được gửi đến các hộ nông dân khó khăn trên địa bàn trong dịp này."
76,00:14:10.960,00:14:15.560,"Ủy viên Ban,Mẹ Việt Nam anh hùng Nguyễn Thị Hay,truyền thống cách mạng,đồng chí Nguyễn Hữu Hiệp bày tỏ biết ơn,Ủy ban Mặt trận Tổ quốc,địa bàn huyện Củ Chi thăm,chúc Tết thương binh hạng 4,Tai họa Tết,Trần Kim Yến,mùa xuân hạnh phúc,Xuân Mậu Thân,quà Tết,vị chức sắc,gia đình chính sách,sức chăm lo Tết,món quà,chùa Hải,lãnh đạo địa phương,Trần Kim Yến bày tỏ mong muốn,đồng chí Nguyễn Hữu Hiệp,Trương Thanh Hiền,Bí thư Thành ủy Thủ Đức trưởng đoàn,Nguyễn Hữu Hiệp mong,Biên phòng Thạnh An,Trần Kim Yến gửi,Đồn Biên phòng Long Hòa,Thánh thất Đồng Hòa,Hiền,kiến trúc Mẹ,Đồn Biên phòng Cần Thạnh,Đoàn,chùa Phước Hải,Hương","Chương trình nằm trong chuỗi hoạt động Tết nghĩa tình Xuân Quý Mẫu năm 2023 được phối hợp với Đài Truyền hình thành phố Hồ Chí Minh tổ chức nhằm mục đích gây quỹ để chăm lo an sinh xã hội cho 4275 hội viên nông dân nghèo, cận nghèo và có hoàn cảnh khó khăn trên địa bàn thành phố."
