Scene number,Start,End,Keywords,Description
66,00:12:39.520,00:12:51.440,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","Trong đợt Tết năm nay có các cái hoạt động về chợ hoa Tết, các chương trình nghệ thuật đến vùng sâu vùng xa, rồi những hoạt động như là đường hoa Nguyễn Huệ, lễ hội đường sắt thành phố giao thương sẽ có cái lễ hội pháo hoa thành phố thì trong mọi tình huống thì thành phố cũng xác định các nhiệm vụ trọng tâm là đảm bảo cái nguồn cung, đảm bảo lưu thông hàng hóa thì không để xảy ra cái tình trạng khan hngsốtgiá trên địa bàn thành phố tới, xin chân trọng cảm ơn sâu sắc đến chương trình và lãnh đạo các thành phố, địa phương."
67,00:12:51.440,00:13:00.640,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","Rất nhiều chương trình chăm lo tết ý nghĩa, rất hoạt động và chăm lo người dân, đồng bào dân tộc và lực lượng công nhân lao đám, sự chủ động, đồng bộ của các cấp, các ngành, sự đồng hành, chung sức, chung lòng của các doanh nghiệp, tổ chức, cá nhân, các mạnh thường quân trong việc triển khai các hoạt động chuẩn bị, chăm lo, phục vụ Tết chu đáo cho người dân."
68,00:13:00.640,00:13:14.160,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","Và để khẳng định được cái tinh thần là thành phố không để ai bỏ lại phía sau và nỗ lực để mọi người dân đều có một mùa Tết ấm áp, an vui, nghĩa tỉnh, thay mặt lãnh đạo thành phố, tôi cũng xin gửi lời trân trọng cám ơn lời thăm hỏi ân cần đến các lực lượng làm nhiệm vụ trực chiến xuyên suốt trong dịp Tết."
69,00:13:14.160,00:13:25.120,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","Chương trình Dân hỏi chính quyền trả lời kế tiếp dự kiến sẽ diễn ra vào Chủ nhật, tuần đầu tiên của tháng 2/2023 với chủ đề cải thiện môi trường đầu tư."
70,00:13:25.120,00:13:30.560,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","Thưa quý vị, sau một năm phục hồi kinh tế xã hội sau tác động của đại dịch, thành phố Hồ Chí Minh đã có được kết quả tăng trưởng ấn tượng."
71,00:13:30.560,00:13:36.200,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","Từ mức giảm sâu chưa từng có trong lịch sử, đến hết năm 2022, thành phố đã có tốc độ tăng trưởng kinh tế nhanh và cao hơn mức tăng trưởng chung của cả nước."
72,00:13:36.200,00:13:40.880,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","Đây là một năm có ý nghĩa đặc biệt quan trọng đối với thành phố, tạo tiền đề để thực hiện các mục tiêu của Kế hoạch 5 năm từ năm 2021 đến năm 2025."
73,00:13:40.880,00:13:47.200,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
74,00:13:47.200,00:13:53.000,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
75,00:13:53.000,00:14:05.040,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
76,00:14:05.040,00:14:24.200,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
77,00:14:24.200,00:14:29.800,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
78,00:14:29.800,00:14:34.120,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
79,00:14:34.120,00:14:38.720,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
80,00:14:38.720,00:14:48.840,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
81,00:14:48.840,00:14:56.720,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
82,00:14:56.720,00:15:01.760,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
83,00:15:01.760,00:15:07.120,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
84,00:15:07.120,00:15:12.240,"chính quyền đô thị,hiệu quả dịch bệnh,trung tâm tài chính,42,9,thứ hai tốc độ,9 phần trăm,mô hình đô thị,thành phố Hồ Chí Minh phát triển kinh tế,lĩnh vực công nghệ cao,vai trò trung tâm,quý TƯ dự báo,30,3 phần trăm, quý 2,tổng cầu,doanh thu dịch vụ du dung,kinh tế thành phố,5 phần trăm,quy mô toàn cầu,chính phủ điện tử,thành phố Hồ Chí Minh,tình hình kinh tế thế giới,năm 2022,03 phần trăm,13,khángắtdẫnđến nguy cơ lạm phát,giá năng lượng,địa bàn gadep,quý 1 ,vốn đầu tư FDI,nền kinh tế thành phố Hồ Chí Minh","với nhiệm vụ trọng tâm ưu tiên là kiểm soát hiệu quả dịch bệnh, nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp, khép lại năm 2022, thành phố Hồ Chí Minh đã có mức tăng cộng sản phẩm trên địa bàn gadep đạt 9,03 phần trăm so với cùng kỳ."
85,00:15:12.240,00:15:19.880,"năm 2022 đóng góp,ngành Hải quan thành phố,công chức Hải quan,thành phố Hồ Chí Minh","Đặc biệt, nhiều chỉ tiêu của mức tăng trưởng hai con số, nổi bật là số doanh nghiệp thành lập mới tăng 42,3 phần trăm, tổng mức bán lẻ hàng hóa và doanh thu dịch vụ du dung tăng 30,5 phần trăm, sản xuất công nghiệp tăng 13,9 phần trăm, thu ngân sách nhà nước vượt 18,4 phần trăm."
86,00:15:19.880,00:15:35.000,"Hội nghị tổng kết công tác năm 2022,nhiệm vụ thứ hai,mô hình hải quân số,cục hải quan tỉnh,năng lực cán bộ,hoạt động thương mại,Cục Hải quan thành phố Hồ Chí Minh,địa bàn sau đại dịch Covid,Thủ tướng Chính phủ,Cục Hải quan thành phố Chí Minh,kỳ năm 2021,Cục Hải quan thành phố Hồ Chí Minh chỉ tiêu thu ngân sách nhà nước,Mai Xuân Thành đề nghị Cục Hải quan thành phố đẩy mạnh lắng nghe tâm tư,Chính phủ số 1,Thu nộp ngân sách,đô la Mỹ,Cờ thi đua,Ủy ban nhân dân thành phố Hồ Chí Minh,ứng dụng công nghệ thông tin,tầm trình độ hải quân,doanh nghiệp người ta,nền tảng công nghệ Quảng Trị,Mời Bình mong,công nghệ thông tintrong công tác nghiệp vụ,chủ quyền quốc gia","Tuy nhiên, dấu hiệu chuẩn lại đã xuất hiện và quý TƯ dự báo có thể kéo dài đến quý 1, quý 2 của năm 2023."
87,00:15:35.000,00:15:40.240,"nhiệm vụ thứ hai,mô hình hải quân số,cục hải quan tỉnh,năng lực cán bộ,hoạt động thương mại,địa bàn sau đại dịch Covid,Thủ tướng Chính phủ,Cục Hải quan thành phố Chí Minh,kỳ năm 2021,Mai Xuân Thành đề nghị Cục Hải quan thành phố đẩy mạnh lắng nghe tâm tư,Chính phủ số 1,Cờ thi đua,Ủy ban nhân dân thành phố Hồ Chí Minh,ứng dụng công nghệ thông tin,nền tảng công nghệ Quảng Trị,đô la Mỹ,Mời Bình mong,Hội nghị tổng kết công tác năm 2022,Cục Hải quan thành phố Hồ Chí Minh,Cục Hải quan thành phố Hồ Chí Minh chỉ tiêu thu ngân sách nhà nước,tầm trình độ hải quân,doanh nghiệp người ta,Thu nộp ngân sách,công nghệ thông tintrong công tác nghiệp vụ,chủ quyền quốc gia","Những diễn biến phức tạp, khó lường của tình hình kinh tế thế giới sẽ tiếp tục mang đến cho thành phố Hồ Chí Minh những thời cơ, thuận lợi và khó khăn, thách thức đan xen."
88,00:15:40.240,00:15:44.640,"nhiệm vụ thứ hai,mô hình hải quân số,cục hải quan tỉnh,năng lực cán bộ,hoạt động thương mại,địa bàn sau đại dịch Covid,Thủ tướng Chính phủ,Cục Hải quan thành phố Chí Minh,kỳ năm 2021,Mai Xuân Thành đề nghị Cục Hải quan thành phố đẩy mạnh lắng nghe tâm tư,Chính phủ số 1,Cờ thi đua,Ủy ban nhân dân thành phố Hồ Chí Minh,ứng dụng công nghệ thông tin,nền tảng công nghệ Quảng Trị,đô la Mỹ,Mời Bình mong,Hội nghị tổng kết công tác năm 2022,Cục Hải quan thành phố Hồ Chí Minh,Cục Hải quan thành phố Hồ Chí Minh chỉ tiêu thu ngân sách nhà nước,tầm trình độ hải quân,doanh nghiệp người ta,Thu nộp ngân sách,công nghệ thông tintrong công tác nghiệp vụ,chủ quyền quốc gia","xin chào Giáo sư, Tiến sĩ Võ Xuân Vinh."
89,00:15:44.640,00:15:49.640,"nhiệm vụ thứ hai,mô hình hải quân số,cục hải quan tỉnh,năng lực cán bộ,hoạt động thương mại,địa bàn sau đại dịch Covid,Thủ tướng Chính phủ,Cục Hải quan thành phố Chí Minh,kỳ năm 2021,Mai Xuân Thành đề nghị Cục Hải quan thành phố đẩy mạnh lắng nghe tâm tư,Chính phủ số 1,Cờ thi đua,Ủy ban nhân dân thành phố Hồ Chí Minh,ứng dụng công nghệ thông tin,nền tảng công nghệ Quảng Trị,đô la Mỹ,Mời Bình mong,Hội nghị tổng kết công tác năm 2022,Cục Hải quan thành phố Hồ Chí Minh,Cục Hải quan thành phố Hồ Chí Minh chỉ tiêu thu ngân sách nhà nước,tầm trình độ hải quân,doanh nghiệp người ta,Thu nộp ngân sách,công nghệ thông tintrong công tác nghiệp vụ,chủ quyền quốc gia",Năm 2022 thì thành phố Hồ Chí Minh sự phát triển kinh tế rất là ấn tượng với nhiều chỉ tiêu tăng trưởng 2 con số.
90,00:15:49.640,00:15:54.680,"nhiệm vụ thứ hai,mô hình hải quân số,cục hải quan tỉnh,năng lực cán bộ,hoạt động thương mại,địa bàn sau đại dịch Covid,Thủ tướng Chính phủ,Cục Hải quan thành phố Chí Minh,kỳ năm 2021,Mai Xuân Thành đề nghị Cục Hải quan thành phố đẩy mạnh lắng nghe tâm tư,Chính phủ số 1,Cờ thi đua,Ủy ban nhân dân thành phố Hồ Chí Minh,ứng dụng công nghệ thông tin,nền tảng công nghệ Quảng Trị,đô la Mỹ,Mời Bình mong,Hội nghị tổng kết công tác năm 2022,Cục Hải quan thành phố Hồ Chí Minh,Cục Hải quan thành phố Hồ Chí Minh chỉ tiêu thu ngân sách nhà nước,tầm trình độ hải quân,doanh nghiệp người ta,Thu nộp ngân sách,công nghệ thông tintrong công tác nghiệp vụ,chủ quyền quốc gia","Sau năm 2023 thì thành phố Hồ Chí Minh tiếp tục thực hiện đồng bộ nhiều giải pháp để nâng cao nội lực, giữ đà tăng trưởng."
91,00:15:54.680,00:16:00.000,"nhiệm vụ thứ hai,mô hình hải quân số,cục hải quan tỉnh,năng lực cán bộ,hoạt động thương mại,địa bàn sau đại dịch Covid,Thủ tướng Chính phủ,Cục Hải quan thành phố Chí Minh,kỳ năm 2021,Mai Xuân Thành đề nghị Cục Hải quan thành phố đẩy mạnh lắng nghe tâm tư,Chính phủ số 1,Cờ thi đua,Ủy ban nhân dân thành phố Hồ Chí Minh,ứng dụng công nghệ thông tin,nền tảng công nghệ Quảng Trị,đô la Mỹ,Mời Bình mong,Hội nghị tổng kết công tác năm 2022,Cục Hải quan thành phố Hồ Chí Minh,Cục Hải quan thành phố Hồ Chí Minh chỉ tiêu thu ngân sách nhà nước,tầm trình độ hải quân,doanh nghiệp người ta,Thu nộp ngân sách,công nghệ thông tintrong công tác nghiệp vụ,chủ quyền quốc gia",Vậy với nền tảng của năm 2022 thì ông đánh giá như thế nào về những triển vọng và thách thức của nền kinh tế thành phố Hồ Chí Minh trong năm 2023 này?
92,00:16:00.000,00:16:04.600,"nhiệm vụ thứ hai,mô hình hải quân số,cục hải quan tỉnh,năng lực cán bộ,hoạt động thương mại,địa bàn sau đại dịch Covid,Thủ tướng Chính phủ,Cục Hải quan thành phố Chí Minh,kỳ năm 2021,Mai Xuân Thành đề nghị Cục Hải quan thành phố đẩy mạnh lắng nghe tâm tư,Chính phủ số 1,Cờ thi đua,Ủy ban nhân dân thành phố Hồ Chí Minh,ứng dụng công nghệ thông tin,nền tảng công nghệ Quảng Trị,đô la Mỹ,Mời Bình mong,Hội nghị tổng kết công tác năm 2022,Cục Hải quan thành phố Hồ Chí Minh,Cục Hải quan thành phố Hồ Chí Minh chỉ tiêu thu ngân sách nhà nước,tầm trình độ hải quân,doanh nghiệp người ta,Thu nộp ngân sách,công nghệ thông tintrong công tác nghiệp vụ,chủ quyền quốc gia","Nên đàn của 2022 là sẽ tạo cho đá đến đất, cho hai con hai ba."
93,00:16:04.600,00:16:12.280,"nhiệm vụ thứ hai,mô hình hải quân số,cục hải quan tỉnh,năng lực cán bộ,hoạt động thương mại,địa bàn sau đại dịch Covid,Thủ tướng Chính phủ,Cục Hải quan thành phố Chí Minh,kỳ năm 2021,Mai Xuân Thành đề nghị Cục Hải quan thành phố đẩy mạnh lắng nghe tâm tư,Chính phủ số 1,Cờ thi đua,Ủy ban nhân dân thành phố Hồ Chí Minh,ứng dụng công nghệ thông tin,nền tảng công nghệ Quảng Trị,đô la Mỹ,Mời Bình mong,Hội nghị tổng kết công tác năm 2022,Cục Hải quan thành phố Hồ Chí Minh,Cục Hải quan thành phố Hồ Chí Minh chỉ tiêu thu ngân sách nhà nước,tầm trình độ hải quân,doanh nghiệp người ta,Thu nộp ngân sách,công nghệ thông tintrong công tác nghiệp vụ,chủ quyền quốc gia","Thứ nhất là tốc độ tăng trưởng được duy trì, thứ hai là tốc độ tăng và thu hút vốn đầu tư toàn xã hội, đặc biệt là vốn đầu tư FDI của thành phố thì mình cũng tăng, có xu hướng di chuyển vào các lĩnh vực công nghệ cao, các lĩnh vực đổi mới công nghệ sáng tạo."
