Scene number,Start,End,Keywords,Description
71,00:10:11.160,00:10:15.560,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Đến dự và chia vui với bà con có Phó Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải, Chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam thành phố Hồ Chí Minh Trần Kim Yến."
72,00:10:15.560,00:10:21.720,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
73,00:10:21.720,00:10:25.960,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
74,00:10:25.960,00:10:32.320,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
75,00:10:32.320,00:10:39.600,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
76,00:10:39.600,00:10:44.840,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
77,00:10:44.840,00:10:52.400,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
78,00:10:52.400,00:10:57.800,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
79,00:10:57.800,00:11:02.560,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
80,00:11:02.560,00:11:08.200,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
81,00:11:08.200,00:11:13.600,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
82,00:11:13.600,00:11:18.720,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
83,00:11:18.720,00:11:26.760,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
84,00:11:26.760,00:11:32.200,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
85,00:11:32.200,00:11:36.360,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
86,00:11:36.360,00:11:49.800,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
87,00:11:49.800,00:11:56.240,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
88,00:11:56.240,00:12:01.400,"Mi Ni Tết Cộng Đồng tổ chức,hộ gia đình,siêu thị mini,Quỹ,tổng kinh phí,quận 7,Bình Tân,Tết ý nghĩa,toàn xã hội,ngày 5,tuyến đầu Tổ quốc,mặt vật chất,vấn dịp Tết,huyện Ngốc Môn, quận Bình Tân,thể dục thể thao,biển đảo quê hương,mặt hàng thiết yếu,Tổ quốc Việt Nam thành phố Hồ Chí Minh,thành phố Thủ Đức,mặt tinh thần,cạnh siêu thị Mi Ni tích,mùa xuân quý tươi,ngày 8 tháng 1,Quỹ cứu trợ,món quà,thành phố Hồ Chí Minh mong muốn,địa bàn thành phố Hồ Chí Minh quận Phú Nhuận,mùa xuân,thành phố Thủ Đức dự kiến phục vụ,huyện Khóc Mô,nguồn Quỹ,quận 7 ,trò chơi dân gian,siêu thị Mi Ni tích,hàng mặt hàng,mạng suất quà,dịp Tết Quý Mão 2023,mì gạo,Xuân Quý Mão","Siêu thị Mi Ni Tết Cộng Đồng được tổ chức từ ngày 5 đến ngày 8 tháng 1 tại 5 khu vực trên địa bàn thành phố Hồ Chí Minh gồm quận Phú Nhuận, quận 7, Bình Tân, huyện Ngốc Môn và thành phố Thủ Đức dự kiến phục vụ cho 20.000 trường hợp với tổng kinh phí dự kiến hơn mười tỷ đồng."
89,00:12:01.400,00:12:26.040,"hộ dân,siêu thị mini Tết,quầy hàng,điểm siêu thị mini 0,địa bàn thành phố Thủ Đức,dịp Tết,bà con người ta,món quà,Khánh,món quà tổng,Quý Mão 2023,mùa xuân","Gọi là siêu thị mini nhưng có tới hàng trăm sản phẩm thiết yếu được cung ứng từ những đơn vị lớn, có uy tín, phân theo từng khu vực: lương thực, thực phẩm khô, thực phẩm tươi, gia vị."
90,00:12:26.040,00:12:34.760,"hộ dân,siêu thị mini Tết,quầy hàng,điểm siêu thị mini 0,địa bàn thành phố Thủ Đức,dịp Tết,bà con người ta,món quà,Khánh,món quà tổng,Quý Mão 2023,mùa xuân","để bà con dễ dàng lựa chọn mình mua những hàng mặt hàng cần thiết cho gia đình mình như vấn dịp Tết, hình như là nuôi mì gạo, đường, bột ngọt thôi."
91,00:12:34.760,00:12:40.200,"hộ dân,siêu thị mini Tết,quầy hàng,điểm siêu thị mini 0,địa bàn thành phố Thủ Đức,dịp Tết,bà con người ta,món quà,Khánh,món quà tổng,Quý Mão 2023,mùa xuân",Cái này rất ý nghĩa cho những hộ gia đình nghèo.
92,00:12:40.200,00:12:50.120,"hộ dân,siêu thị mini Tết,quầy hàng,điểm siêu thị mini 0,địa bàn thành phố Thủ Đức,dịp Tết,bà con người ta,món quà,Khánh,món quà tổng,Quý Mão 2023,mùa xuân",Rất là mừng tại vì được cái Tết này là có cái món quà để mà ăn uống.
93,00:12:50.120,00:12:54.920,"hộ dân,siêu thị mini Tết,quầy hàng,điểm siêu thị mini 0,địa bàn thành phố Thủ Đức,dịp Tết,bà con người ta,món quà,Khánh,món quà tổng,Quý Mão 2023,mùa xuân","Trong những gia đình bên cạnh siêu thị Mi Ni tích 0 đồng trong dịp Tết Quý Mão 2023, Ủy ban Mặt trận Tổ quốc Việt Nam thành phố Hồ Chí Minh sẽ thực hiện chăm lo hơn 39 mạng suất quà trị giá từ 1 đến 2 triệu đồng một trường hợp từ nguồn Quỹ vì người nghèo, Quỹ vì biển đảo quê hương, vì tuyến đầu Tổ quốc, Quỹ cứu trợ của thành phố Hồ Chí Minh."
94,00:12:54.920,00:13:01.720,"hộ dân,siêu thị mini Tết,quầy hàng,điểm siêu thị mini 0,địa bàn thành phố Thủ Đức,dịp Tết,bà con người ta,món quà,Khánh,món quà tổng,Quý Mão 2023,mùa xuân","Ngoài ra còn có khoảng 20.500 phần quà trị giá lên đến 1 triệu đồng, một phần được vận động từ các đơn vị, doanh nghiệp đồng hành trăm ba dịp Tết Nguyên đán."
95,00:13:01.720,00:13:05.920,"hộ dân,siêu thị mini Tết,quầy hàng,điểm siêu thị mini 0,địa bàn thành phố Thủ Đức,dịp Tết,bà con người ta,món quà,Khánh,món quà tổng,Quý Mão 2023,mùa xuân","Từ cái việc là tổ chức chăm lo về mặt vật chất, tức là đem những phần quà tặng với những mặt hàng thiết yếu đến với người dân thì còn chăm lo về mặt tinh thần, đó là các cái chương trình về trò chơi dân gian, các cái chương trình văn hóa văn nghệ, thể dục thể thao thì tôi thấy rằng là mùa xuân đang len lỏi vào từng khu phố và đến với tất cả mọi người."
96,00:13:05.920,00:13:10.560,"hộ dân,siêu thị mini Tết,quầy hàng,điểm siêu thị mini 0,địa bàn thành phố Thủ Đức,dịp Tết,bà con người ta,món quà,Khánh,món quà tổng,Quý Mão 2023,mùa xuân","Chúng ta hy vọng chúng ta sẽ đón được mùa Xuân Quý Mão với một cái tinh thần là yêu thương đầm ấm, an toàn và nghĩa tình."
97,00:13:10.560,00:13:15.000,"hộ dân,siêu thị mini Tết,quầy hàng,điểm siêu thị mini 0,địa bàn thành phố Thủ Đức,dịp Tết,bà con người ta,món quà,Khánh,món quà tổng,Quý Mão 2023,mùa xuân","Bằng tất cả tấm lòng nhân ái, truyền thống, nghĩa tình, sự chung tay của toàn xã hội, thành phố Hồ Chí Minh mong muốn mang đến một mua Tết ý nghĩa, chia sẻ, động viên hoàn cảnh khó khăn vượt qua nghịch cảnh, giúp người dân đón một mùa xuân quý tươi, đầm ấm."
